ticker,report_date,filing_date,accept_et,timing,source
COST,2024-12-12,2024-12-12,2024-12-12 16:18 ET,amc,8k
COST,2025-03-06,2025-03-06,2025-03-06 16:21 ET,amc,8k
COST,2025-05-29,2025-05-29,2025-05-29 16:24 ET,amc,8k
COST,2025-09-25,2025-09-25,2025-09-25 16:16 ET,amc,8k
COST,2025-12-11,2025-12-11,2025-12-11 16:22 ET,amc,8k
COST,2026-03-05,2026-03-05,2026-03-05 16:19 ET,amc,8k
COST,2026-05-28,2026-05-28,2026-05-28 16:17 ET,amc,8k
CPRT,2018-02-26,2018-02-26,2018-02-26 09:00 ET,bmo,8k
CPRT,2018-05-23,2018-05-24,2018-05-23 19:15 ET,amc,8k
CPRT,2018-09-19,2018-09-19,2018-09-19 09:07 ET,bmo,8k
CPRT,2018-11-20,2018-11-20,2018-11-20 17:16 ET,amc,8k
CPRT,2019-02-20,2019-02-21,2019-02-20 18:03 ET,amc,8k
CPRT,2019-05-22,2019-05-23,2019-05-22 17:54 ET,amc,8k
CPRT,2019-09-04,2019-09-05,2019-09-04 17:57 ET,amc,8k
CPRT,2019-11-20,2019-11-21,2019-11-20 17:57 ET,amc,8k
CPRT,2020-02-19,2020-02-20,2020-02-19 17:59 ET,amc,8k
CPRT,2020-05-20,2020-05-21,2020-05-20 17:59 ET,amc,8k
CPRT,2020-09-02,2020-09-03,2020-09-02 17:57 ET,amc,8k
CPRT,2020-11-18,2020-11-18,2020-11-18 17:11 ET,amc,8k
CPRT,2021-02-18,2021-02-18,2021-02-18 16:34 ET,amc,8k
CPRT,2021-05-19,2021-05-19,2021-05-19 16:39 ET,amc,8k
CPRT,2021-09-08,2021-09-08,2021-09-08 16:46 ET,amc,8k
CPRT,2021-11-17,2021-11-17,2021-11-17 16:48 ET,amc,8k
CPRT,2022-02-16,2022-02-16,2022-02-16 17:24 ET,amc,8k
CPRT,2022-05-18,2022-05-19,2022-05-18 18:18 ET,amc,8k
CPRT,2022-09-07,2022-09-07,2022-09-07 17:26 ET,amc,8k
CPRT,2022-11-16,2022-11-17,2022-11-16 18:21 ET,amc,8k
CPRT,2023-02-21,2023-02-21,2023-02-21 07:45 ET,bmo,8k
CPRT,2023-05-17,2023-05-17,2023-05-17 16:09 ET,amc,8k
CPRT,2023-09-14,2023-09-14,2023-09-14 16:11 ET,amc,8k
CPRT,2023-11-16,2023-11-16,2023-11-16 16:16 ET,amc,8k
CPRT,2024-02-22,2024-02-22,2024-02-22 16:18 ET,amc,8k
CPRT,2024-05-16,2024-05-16,2024-05-16 16:16 ET,amc,8k
CPRT,2024-09-04,2024-09-04,2024-09-04 16:27 ET,amc,8k
CPRT,2024-11-21,2024-11-21,2024-11-21 16:14 ET,amc,8k
CPRT,2025-02-20,2025-02-20,2025-02-20 16:15 ET,amc,8k
CPRT,2025-05-22,2025-05-22,2025-05-22 16:15 ET,amc,8k
CPRT,2025-09-04,2025-09-04,2025-09-04 16:16 ET,amc,8k
CPRT,2025-11-20,2025-11-20,2025-11-20 16:16 ET,amc,8k
CPRT,2026-02-19,2026-02-19,2026-02-19 16:16 ET,amc,8k
CPRT,2026-05-21,2026-05-21,2026-05-21 16:16 ET,amc,8k
CRWD,2019-07-18,2019-07-18,2019-07-18 16:18 ET,amc,8k
CRWD,2019-09-05,2019-09-05,2019-09-05 16:22 ET,amc,8k
CRWD,2019-12-05,2019-12-05,2019-12-05 16:07 ET,amc,8k
CRWD,2020-03-19,2020-03-19,2020-03-19 16:07 ET,amc,8k
CRWD,2020-06-02,2020-06-02,2020-06-02 16:08 ET,amc,8k
CRWD,2020-09-02,2020-09-02,2020-09-02 16:09 ET,amc,8k
CRWD,2020-12-02,2020-12-02,2020-12-02 16:07 ET,amc,8k
CRWD,2021-03-16,2021-03-16,2021-03-16 16:06 ET,amc,8k
CRWD,2021-06-03,2021-06-03,2021-06-03 16:07 ET,amc,8k
CRWD,2021-08-31,2021-08-31,2021-08-31 16:07 ET,amc,8k
CRWD,2021-12-01,2021-12-01,2021-12-01 16:07 ET,amc,8k
CRWD,2022-03-09,2022-03-09,2022-03-09 16:08 ET,amc,8k
CRWD,2022-06-02,2022-06-02,2022-06-02 16:07 ET,amc,8k
CRWD,2022-08-30,2022-08-30,2022-08-30 16:07 ET,amc,8k
CRWD,2022-11-29,2022-11-29,2022-11-29 16:06 ET,amc,8k
CRWD,2023-03-07,2023-03-07,2023-03-07 16:06 ET,amc,8k
CRWD,2023-05-31,2023-05-31,2023-05-31 16:08 ET,amc,8k
CRWD,2023-08-30,2023-08-30,2023-08-30 16:06 ET,amc,8k
CRWD,2023-11-28,2023-11-28,2023-11-28 16:06 ET,amc,8k
CRWD,2024-03-05,2024-03-05,2024-03-05 16:07 ET,amc,8k
CRWD,2024-06-04,2024-06-04,2024-06-04 16:06 ET,amc,8k
CRWD,2024-08-28,2024-08-28,2024-08-28 16:07 ET,amc,8k
CRWD,2024-11-26,2024-11-26,2024-11-26 16:07 ET,amc,8k
CRWD,2025-03-04,2025-03-04,2025-03-04 16:11 ET,amc,8k
CRWD,2025-06-03,2025-06-03,2025-06-03 16:06 ET,amc,8k
CRWD,2025-08-27,2025-08-27,2025-08-27 16:11 ET,amc,8k
CRWD,2025-12-02,2025-12-02,2025-12-02 16:11 ET,amc,8k
CRWD,2026-03-03,2026-03-03,2026-03-03 16:06 ET,amc,8k
CRWD,2026-06-03,2026-06-03,2026-06-03 16:06 ET,amc,8k
CRWV,2025-05-14,2025-05-14,2025-05-14 16:06 ET,amc,8k
CRWV,2025-08-12,2025-08-12,2025-08-12 16:06 ET,amc,8k
CRWV,2025-11-10,2025-11-10,2025-11-10 16:08 ET,amc,8k
CRWV,2026-02-26,2026-02-26,2026-02-26 16:06 ET,amc,8k
CRWV,2026-05-07,2026-05-07,2026-05-07 16:10 ET,amc,8k
CSCO,2018-02-14,2018-02-14,2018-02-14 16:34 ET,amc,8k
CSCO,2018-05-16,2018-05-16,2018-05-16 16:09 ET,amc,8k
CSCO,2018-08-15,2018-08-15,2018-08-15 16:08 ET,amc,8k
CSCO,2018-11-14,2018-11-14,2018-11-14 16:11 ET,amc,8k
CSCO,2019-02-13,2019-02-13,2019-02-13 16:10 ET,amc,8k
CSCO,2019-05-15,2019-05-15,2019-05-15 16:09 ET,amc,8k
CSCO,2019-08-14,2019-08-14,2019-08-14 16:08 ET,amc,8k
CSCO,2019-11-13,2019-11-13,2019-11-13 16:10 ET,amc,8k
CSCO,2020-02-12,2020-02-12,2020-02-12 16:08 ET,amc,8k
CSCO,2020-05-13,2020-05-13,2020-05-13 16:09 ET,amc,8k
CSCO,2020-08-12,2020-08-12,2020-08-12 16:10 ET,amc,8k
CSCO,2020-11-12,2020-11-12,2020-11-12 16:09 ET,amc,8k
CSCO,2021-02-09,2021-02-09,2021-02-09 16:11 ET,amc,8k
CSCO,2021-05-19,2021-05-19,2021-05-19 16:14 ET,amc,8k
CSCO,2021-08-18,2021-08-18,2021-08-18 16:10 ET,amc,8k
CSCO,2021-11-17,2021-11-17,2021-11-17 16:08 ET,amc,8k
CSCO,2022-02-16,2022-02-16,2022-02-16 16:16 ET,amc,8k
CSCO,2022-05-18,2022-05-18,2022-05-18 16:10 ET,amc,8k
CSCO,2022-08-17,2022-08-17,2022-08-17 16:12 ET,amc,8k
CSCO,2022-11-16,2022-11-16,2022-11-16 16:19 ET,amc,8k
CSCO,2023-02-15,2023-02-15,2023-02-15 16:13 ET,amc,8k
CSCO,2023-05-17,2023-05-17,2023-05-17 16:20 ET,amc,8k
CSCO,2023-08-16,2023-08-16,2023-08-16 16:09 ET,amc,8k
CSCO,2023-11-15,2023-11-15,2023-11-15 16:09 ET,amc,8k
CSCO,2024-02-14,2024-02-14,2024-02-14 16:11 ET,amc,8k
CSCO,2024-05-15,2024-05-15,2024-05-15 16:09 ET,amc,8k
CSCO,2024-08-14,2024-08-14,2024-08-14 16:16 ET,amc,8k
CSCO,2024-11-13,2024-11-13,2024-11-13 16:14 ET,amc,8k
CSCO,2025-02-12,2025-02-12,2025-02-12 16:19 ET,amc,8k
CSCO,2025-05-14,2025-05-14,2025-05-14 16:17 ET,amc,8k
CSCO,2025-08-13,2025-08-13,2025-08-13 16:11 ET,amc,8k
CSCO,2025-11-12,2025-11-12,2025-11-12 16:15 ET,amc,8k
CSCO,2026-02-11,2026-02-11,2026-02-11 16:07 ET,amc,8k
CSCO,2026-05-13,2026-05-13,2026-05-13 16:06 ET,amc,8k
CSX,2018-01-16,2018-01-16,2018-01-16 16:01 ET,amc,8k
CSX,2018-04-17,2018-04-17,2018-04-17 16:01 ET,amc,8k
CSX,2018-07-17,2018-07-17,2018-07-17 16:03 ET,amc,8k
CSX,2018-10-16,2018-10-16,2018-10-16 16:02 ET,amc,8k
CSX,2019-01-16,2019-01-16,2019-01-16 16:02 ET,amc,8k
CSX,2019-04-16,2019-04-16,2019-04-16 16:01 ET,amc,8k
CSX,2019-07-16,2019-07-16,2019-07-16 16:01 ET,amc,8k
CSX,2019-10-16,2019-10-16,2019-10-16 16:01 ET,amc,8k
CSX,2020-01-16,2020-01-16,2020-01-16 16:01 ET,amc,8k
CSX,2020-04-22,2020-04-22,2020-04-22 16:01 ET,amc,8k
CSX,2020-07-22,2020-07-22,2020-07-22 16:01 ET,amc,8k
CSX,2020-10-21,2020-10-21,2020-10-21 16:01 ET,amc,8k
CSX,2021-01-21,2021-01-21,2021-01-21 16:01 ET,amc,8k
CSX,2021-04-20,2021-04-20,2021-04-20 16:01 ET,amc,8k
CSX,2021-07-21,2021-07-21,2021-07-21 16:01 ET,amc,8k
CSX,2021-10-20,2021-10-20,2021-10-20 16:01 ET,amc,8k
CSX,2022-01-20,2022-01-20,2022-01-20 16:01 ET,amc,8k
CSX,2022-04-20,2022-04-20,2022-04-20 16:01 ET,amc,8k
CSX,2022-07-20,2022-07-20,2022-07-20 16:01 ET,amc,8k
CSX,2022-10-20,2022-10-20,2022-10-20 16:01 ET,amc,8k
CSX,2023-01-25,2023-01-25,2023-01-25 16:01 ET,amc,8k
CSX,2023-04-20,2023-04-20,2023-04-20 16:01 ET,amc,8k
CSX,2023-07-20,2023-07-20,2023-07-20 16:01 ET,amc,8k
CSX,2023-10-19,2023-10-19,2023-10-19 16:01 ET,amc,8k
CSX,2024-01-24,2024-01-24,2024-01-24 16:01 ET,amc,8k
CSX,2024-04-17,2024-04-17,2024-04-17 16:01 ET,amc,8k
CSX,2024-08-05,2024-08-05,2024-08-05 16:01 ET,amc,8k
CSX,2024-10-16,2024-10-16,2024-10-16 16:02 ET,amc,8k
CSX,2025-01-23,2025-01-23,2025-01-23 16:01 ET,amc,8k
CSX,2025-04-16,2025-04-16,2025-04-16 16:01 ET,amc,8k
CSX,2025-07-23,2025-07-23,2025-07-23 16:01 ET,amc,8k
CSX,2025-10-16,2025-10-16,2025-10-16 16:01 ET,amc,8k
CSX,2026-01-22,2026-01-22,2026-01-22 16:01 ET,amc,8k
CSX,2026-04-22,2026-04-22,2026-04-22 16:01 ET,amc,8k
CSX,2026-07-22,2026-07-22,2026-07-22 16:01 ET,amc,8k
CTAS,2018-03-22,2018-03-22,2018-03-22 16:42 ET,amc,8k
CTAS,2018-07-19,2018-07-19,2018-07-19 16:16 ET,amc,8k
CTAS,2018-09-25,2018-09-25,2018-09-25 16:18 ET,amc,8k
CTAS,2018-12-20,2018-12-20,2018-12-20 16:16 ET,amc,8k
CTAS,2019-03-21,2019-03-21,2019-03-21 16:15 ET,amc,8k
CTAS,2019-07-16,2019-07-16,2019-07-16 16:16 ET,amc,8k
CTAS,2019-09-24,2019-09-24,2019-09-24 16:16 ET,amc,8k
CTAS,2019-12-17,2019-12-17,2019-12-17 16:25 ET,amc,8k
CTAS,2020-03-19,2020-03-19,2020-03-19 16:16 ET,amc,8k
CTAS,2020-07-23,2020-07-23,2020-07-23 08:32 ET,bmo,8k
CTAS,2020-09-23,2020-09-23,2020-09-23 08:32 ET,bmo,8k
CTAS,2020-12-22,2020-12-22,2020-12-22 08:34 ET,bmo,8k
CTAS,2021-03-17,2021-03-17,2021-03-17 08:30 ET,bmo,8k
CTAS,2021-07-15,2021-07-15,2021-07-15 08:32 ET,bmo,8k
CTAS,2021-09-29,2021-09-29,2021-09-29 08:31 ET,bmo,8k
CTAS,2021-12-22,2021-12-22,2021-12-22 08:30 ET,bmo,8k
CTAS,2022-03-23,2022-03-23,2022-03-23 13:16 ET,intraday,8k
CTAS,2022-07-14,2022-07-14,2022-07-14 09:28 ET,bmo,8k
CTAS,2022-09-28,2022-09-28,2022-09-28 08:31 ET,bmo,8k
CTAS,2022-12-21,2022-12-21,2022-12-21 08:32 ET,bmo,8k
CTAS,2023-03-29,2023-03-29,2023-03-29 08:31 ET,bmo,8k
CTAS,2023-07-13,2023-07-13,2023-07-13 08:35 ET,bmo,8k
CTAS,2023-09-26,2023-09-26,2023-09-26 08:31 ET,bmo,8k
CTAS,2023-12-21,2023-12-21,2023-12-21 08:31 ET,bmo,8k
CTAS,2024-03-27,2024-03-27,2024-03-27 08:37 ET,bmo,8k
CTAS,2024-07-18,2024-07-18,2024-07-18 08:47 ET,bmo,8k
CTAS,2024-09-25,2024-09-25,2024-09-25 08:30 ET,bmo,8k
CTAS,2024-12-19,2024-12-19,2024-12-19 08:31 ET,bmo,8k
CTAS,2025-03-26,2025-03-26,2025-03-26 08:31 ET,bmo,8k
CTAS,2025-07-17,2025-07-17,2025-07-17 08:31 ET,bmo,8k
CTAS,2025-09-24,2025-09-24,2025-09-24 08:34 ET,bmo,8k
CTAS,2025-12-18,2025-12-18,2025-12-18 08:31 ET,bmo,8k
CTAS,2026-03-25,2026-03-25,2026-03-25 08:31 ET,bmo,8k
CTAS,2026-07-15,2026-07-15,2026-07-15 08:31 ET,bmo,8k
DASH,2021-02-25,2021-02-25,2021-02-25 16:16 ET,amc,8k
DASH,2021-05-13,2021-05-13,2021-05-13 16:08 ET,amc,8k
DASH,2021-08-12,2021-08-12,2021-08-12 16:14 ET,amc,8k
DASH,2021-11-09,2021-11-09,2021-11-09 16:25 ET,amc,8k
DASH,2022-02-16,2022-02-16,2022-02-16 16:26 ET,amc,8k
DASH,2022-05-05,2022-05-05,2022-05-05 16:25 ET,amc,8k
DASH,2022-08-04,2022-08-04,2022-08-04 16:51 ET,amc,8k
DASH,2022-11-03,2022-11-03,2022-11-03 16:12 ET,amc,8k
DASH,2023-02-16,2023-02-16,2023-02-16 16:07 ET,amc,8k
DASH,2023-05-04,2023-05-04,2023-05-04 16:08 ET,amc,8k
DASH,2023-08-02,2023-08-02,2023-08-02 16:07 ET,amc,8k
DASH,2023-11-01,2023-11-01,2023-11-01 16:08 ET,amc,8k
DASH,2024-02-15,2024-02-15,2024-02-15 16:07 ET,amc,8k
DASH,2024-05-01,2024-05-01,2024-05-01 16:07 ET,amc,8k
DASH,2024-08-01,2024-08-01,2024-08-01 16:06 ET,amc,8k
DASH,2024-10-30,2024-10-30,2024-10-30 16:06 ET,amc,8k
DASH,2025-02-11,2025-02-11,2025-02-11 16:06 ET,amc,8k
DASH,2025-05-06,2025-05-06,2025-05-06 07:24 ET,bmo,8k
DASH,2025-08-06,2025-08-06,2025-08-06 16:09 ET,amc,8k
DASH,2025-11-05,2025-11-05,2025-11-05 16:09 ET,amc,8k
DASH,2026-02-18,2026-02-18,2026-02-18 16:08 ET,amc,8k
DASH,2026-05-06,2026-05-06,2026-05-06 16:10 ET,amc,8k
DDOG,2019-11-12,2019-11-12,2019-11-12 16:17 ET,amc,8k
DDOG,2020-02-13,2020-02-13,2020-02-13 16:24 ET,amc,8k
DDOG,2020-05-11,2020-05-11,2020-05-11 16:23 ET,amc,8k
DDOG,2020-08-06,2020-08-06,2020-08-06 16:32 ET,amc,8k
DDOG,2020-11-10,2020-11-10,2020-11-10 16:20 ET,amc,8k
DDOG,2021-02-11,2021-02-11,2021-02-11 16:17 ET,amc,8k
DDOG,2021-05-06,2021-05-06,2021-05-06 16:22 ET,amc,8k
DDOG,2021-08-05,2021-08-05,2021-08-05 07:05 ET,bmo,8k
DDOG,2021-11-04,2021-11-04,2021-11-04 16:14 ET,amc,8k
DDOG,2022-02-10,2022-02-10,2022-02-10 07:11 ET,bmo,8k
DDOG,2022-05-05,2022-05-05,2022-05-05 07:06 ET,bmo,8k
DDOG,2022-08-04,2022-08-04,2022-08-04 07:07 ET,bmo,8k
DDOG,2022-11-03,2022-11-03,2022-11-03 07:06 ET,bmo,8k
DDOG,2023-02-16,2023-02-16,2023-02-16 07:03 ET,bmo,8k
DDOG,2023-05-04,2023-05-04,2023-05-04 07:05 ET,bmo,8k
DDOG,2023-08-08,2023-08-08,2023-08-08 07:05 ET,bmo,8k
DDOG,2023-11-07,2023-11-07,2023-11-07 07:01 ET,bmo,8k
DDOG,2024-02-13,2024-02-13,2024-02-13 07:08 ET,bmo,8k
DDOG,2024-05-07,2024-05-07,2024-05-07 07:04 ET,bmo,8k
DDOG,2024-08-08,2024-08-08,2024-08-08 07:05 ET,bmo,8k
DDOG,2024-11-07,2024-11-07,2024-11-07 07:09 ET,bmo,8k
DDOG,2025-02-13,2025-02-13,2025-02-13 07:09 ET,bmo,8k
DDOG,2025-05-06,2025-05-06,2025-05-06 07:45 ET,bmo,8k
DDOG,2025-08-07,2025-08-07,2025-08-07 07:06 ET,bmo,8k
DDOG,2025-11-06,2025-11-06,2025-11-06 07:07 ET,bmo,8k
DDOG,2026-02-10,2026-02-10,2026-02-10 07:11 ET,bmo,8k
DDOG,2026-05-07,2026-05-07,2026-05-07 07:05 ET,bmo,8k
DXCM,2018-05-02,2018-05-02,2018-05-02 16:07 ET,amc,8k
DXCM,2018-08-01,2018-08-01,2018-08-01 16:05 ET,amc,8k
DXCM,2018-11-06,2018-11-06,2018-11-06 16:04 ET,amc,8k
DXCM,2019-02-21,2019-02-21,2019-02-21 16:16 ET,amc,8k
DXCM,2019-05-01,2019-05-01,2019-05-01 16:13 ET,amc,8k
DXCM,2019-07-31,2019-07-31,2019-07-31 16:08 ET,amc,8k
DXCM,2019-11-06,2019-11-06,2019-11-06 16:06 ET,amc,8k
DXCM,2020-02-13,2020-02-13,2020-02-13 16:08 ET,amc,8k
DXCM,2020-04-28,2020-04-28,2020-04-28 16:07 ET,amc,8k
DXCM,2020-07-28,2020-07-28,2020-07-28 16:08 ET,amc,8k
DXCM,2020-10-27,2020-10-27,2020-10-27 16:08 ET,amc,8k
DXCM,2021-02-11,2021-02-11,2021-02-11 16:04 ET,amc,8k
DXCM,2021-04-29,2021-04-29,2021-04-29 16:03 ET,amc,8k
DXCM,2021-07-29,2021-07-29,2021-07-29 16:05 ET,amc,8k
DXCM,2021-10-28,2021-10-28,2021-10-28 16:06 ET,amc,8k
DXCM,2022-02-10,2022-02-10,2022-02-10 16:08 ET,amc,8k
DXCM,2022-04-28,2022-04-28,2022-04-28 16:08 ET,amc,8k
DXCM,2022-07-28,2022-07-28,2022-07-28 16:07 ET,amc,8k
DXCM,2022-10-27,2022-10-27,2022-10-27 16:05 ET,amc,8k
DXCM,2023-02-09,2023-02-09,2023-02-09 16:05 ET,amc,8k
DXCM,2023-04-27,2023-04-27,2023-04-27 16:05 ET,amc,8k
DXCM,2023-07-27,2023-07-27,2023-07-27 16:05 ET,amc,8k
DXCM,2023-10-26,2023-10-26,2023-10-26 16:04 ET,amc,8k
DXCM,2024-02-08,2024-02-08,2024-02-08 16:03 ET,amc,8k
DXCM,2024-04-25,2024-04-25,2024-04-25 16:05 ET,amc,8k
DXCM,2024-07-25,2024-07-25,2024-07-25 16:05 ET,amc,8k
DXCM,2024-10-24,2024-10-24,2024-10-24 16:04 ET,amc,8k
DXCM,2025-02-13,2025-02-13,2025-02-13 16:03 ET,amc,8k
DXCM,2025-05-01,2025-05-01,2025-05-01 16:03 ET,amc,8k
DXCM,2025-07-30,2025-07-30,2025-07-30 16:02 ET,amc,8k
DXCM,2025-10-30,2025-10-30,2025-10-30 16:02 ET,amc,8k
DXCM,2026-02-12,2026-02-12,2026-02-12 16:03 ET,amc,8k
DXCM,2026-04-30,2026-04-30,2026-04-30 16:02 ET,amc,8k
DXCM,2026-07-30,2026-07-30,2026-07-30 16:03 ET,amc,8k
EA,2018-01-30,2018-01-30,2018-01-30 16:05 ET,amc,8k
EA,2018-05-08,2018-05-08,2018-05-08 16:05 ET,amc,8k
EA,2018-07-26,2018-07-26,2018-07-26 16:05 ET,amc,8k
EA,2018-10-30,2018-10-30,2018-10-30 16:07 ET,amc,8k
EA,2019-02-05,2019-02-05,2019-02-05 16:08 ET,amc,8k
EA,2019-05-07,2019-05-07,2019-05-07 16:05 ET,amc,8k
EA,2019-07-30,2019-07-30,2019-07-30 16:05 ET,amc,8k
EA,2019-10-29,2019-10-29,2019-10-29 19:31 ET,amc,8k
EA,2020-01-30,2020-01-30,2020-01-30 16:05 ET,amc,8k
EA,2020-05-05,2020-05-05,2020-05-05 16:05 ET,amc,8k
EA,2020-07-30,2020-07-30,2020-07-30 19:03 ET,amc,8k
EA,2020-11-05,2020-11-05,2020-11-05 16:06 ET,amc,8k
EA,2021-02-02,2021-02-02,2021-02-02 16:05 ET,amc,8k
EA,2021-05-11,2021-05-11,2021-05-11 16:02 ET,amc,8k
EA,2021-08-04,2021-08-04,2021-08-04 16:04 ET,amc,8k
EA,2021-11-03,2021-11-03,2021-11-03 16:11 ET,amc,8k
EA,2022-02-01,2022-02-01,2022-02-01 16:29 ET,amc,8k
EA,2022-05-10,2022-05-10,2022-05-10 16:09 ET,amc,8k
EA,2022-08-02,2022-08-02,2022-08-02 16:08 ET,amc,8k
EA,2022-11-01,2022-11-01,2022-11-01 16:03 ET,amc,8k
EA,2023-01-31,2023-01-31,2023-01-31 16:06 ET,amc,8k
EA,2023-05-09,2023-05-09,2023-05-09 16:08 ET,amc,8k
EA,2023-08-01,2023-08-01,2023-08-01 16:07 ET,amc,8k
EA,2023-11-01,2023-11-01,2023-11-01 16:08 ET,amc,8k
EA,2024-01-30,2024-01-30,2024-01-30 16:10 ET,amc,8k
EA,2024-05-07,2024-05-07,2024-05-07 16:12 ET,amc,8k
EA,2024-07-30,2024-07-30,2024-07-30 16:11 ET,amc,8k
EA,2024-10-29,2024-10-29,2024-10-29 16:06 ET,amc,8k
EA,2025-02-04,2025-02-04,2025-02-04 16:06 ET,amc,8k
EA,2025-05-06,2025-05-06,2025-05-06 16:08 ET,amc,8k
EA,2025-07-29,2025-07-29,2025-07-29 16:07 ET,amc,8k
EA,2025-10-28,2025-10-28,2025-10-28 16:07 ET,amc,8k
EA,2026-02-03,2026-02-03,2026-02-03 16:07 ET,amc,8k
EA,2026-05-05,2026-05-05,2026-05-05 16:09 ET,amc,8k
EXC,2018-02-07,2018-02-07,2018-02-07 07:05 ET,bmo,8k
EXC,2018-05-02,2018-05-02,2018-05-02 07:07 ET,bmo,8k
EXC,2018-08-02,2018-08-02,2018-08-02 07:00 ET,bmo,8k
EXC,2018-11-01,2018-11-01,2018-11-01 06:53 ET,bmo,8k
EXC,2019-02-08,2019-02-08,2019-02-08 06:51 ET,bmo,8k
EXC,2019-05-02,2019-05-02,2019-05-02 06:47 ET,bmo,8k
EXC,2019-08-01,2019-08-01,2019-08-01 06:52 ET,bmo,8k
EXC,2019-10-31,2019-10-31,2019-10-31 06:54 ET,bmo,8k
EXC,2020-02-11,2020-02-11,2020-02-11 06:53 ET,bmo,8k
EXC,2020-05-08,2020-05-08,2020-05-08 07:03 ET,bmo,8k
EXC,2020-08-04,2020-08-04,2020-08-04 06:55 ET,bmo,8k
EXC,2020-11-03,2020-11-03,2020-11-03 06:53 ET,bmo,8k
EXC,2021-02-24,2021-02-24,2021-02-24 06:57 ET,bmo,8k
EXC,2021-05-05,2021-05-05,2021-05-05 06:53 ET,bmo,8k
EXC,2021-08-04,2021-08-04,2021-08-04 06:53 ET,bmo,8k
EXC,2021-11-03,2021-11-03,2021-11-03 06:55 ET,bmo,8k
EXC,2022-05-09,2022-05-09,2022-05-09 08:02 ET,bmo,8k
EXC,2022-08-03,2022-08-03,2022-08-03 06:57 ET,bmo,8k
EXC,2022-11-03,2022-11-03,2022-11-03 06:56 ET,bmo,8k
EXC,2023-02-14,2023-02-14,2023-02-14 06:53 ET,bmo,8k
EXC,2023-05-03,2023-05-03,2023-05-03 06:54 ET,bmo,8k
EXC,2023-08-02,2023-08-02,2023-08-02 06:54 ET,bmo,8k
EXC,2023-11-02,2023-11-02,2023-11-02 06:55 ET,bmo,8k
EXC,2024-02-21,2024-02-21,2024-02-21 06:53 ET,bmo,8k
EXC,2024-05-02,2024-05-02,2024-05-02 06:53 ET,bmo,8k
EXC,2024-08-01,2024-08-01,2024-08-01 06:56 ET,bmo,8k
EXC,2024-10-30,2024-10-30,2024-10-30 06:53 ET,bmo,8k
EXC,2025-02-12,2025-02-12,2025-02-12 06:56 ET,bmo,8k
EXC,2025-05-01,2025-05-01,2025-05-01 06:57 ET,bmo,8k
EXC,2025-07-31,2025-07-31,2025-07-31 06:55 ET,bmo,8k
EXC,2025-11-04,2025-11-04,2025-11-04 06:52 ET,bmo,8k
EXC,2026-02-12,2026-02-12,2026-02-12 07:00 ET,bmo,8k
EXC,2026-05-06,2026-05-06,2026-05-06 06:56 ET,bmo,8k
EXC,2026-07-30,2026-07-30,2026-07-30 06:56 ET,bmo,8k
FANG,2018-02-13,2018-02-13,2018-02-13 17:03 ET,amc,8k
FANG,2018-05-08,2018-05-08,2018-05-08 16:52 ET,amc,8k
FANG,2018-08-08,2018-08-08,2018-08-08 16:43 ET,amc,8k
FANG,2018-11-06,2018-11-06,2018-11-06 17:02 ET,amc,8k
FANG,2019-02-19,2019-02-19,2019-02-19 16:11 ET,amc,8k
FANG,2019-05-07,2019-05-07,2019-05-07 17:08 ET,amc,8k
FANG,2019-08-06,2019-08-06,2019-08-06 16:42 ET,amc,8k
FANG,2019-11-05,2019-11-05,2019-11-05 17:02 ET,amc,8k
FANG,2020-02-18,2020-02-18,2020-02-18 16:55 ET,amc,8k
FANG,2020-05-04,2020-05-04,2020-05-04 17:13 ET,amc,8k
FANG,2020-08-03,2020-08-03,2020-08-03 16:37 ET,amc,8k
FANG,2020-11-02,2020-11-02,2020-11-02 16:50 ET,amc,8k
FANG,2021-02-22,2021-02-22,2021-02-22 16:48 ET,amc,8k
FANG,2021-05-03,2021-05-04,2021-05-03 17:50 ET,amc,8k
FANG,2021-08-02,2021-08-02,2021-08-02 16:15 ET,amc,8k
FANG,2021-11-01,2021-11-01,2021-11-01 16:18 ET,amc,8k
FANG,2022-02-22,2022-02-22,2022-02-22 16:47 ET,amc,8k
FANG,2022-05-02,2022-05-02,2022-05-02 16:26 ET,amc,8k
FANG,2022-08-01,2022-08-01,2022-08-01 16:17 ET,amc,8k
FANG,2022-11-07,2022-11-07,2022-11-07 16:13 ET,amc,8k
FANG,2023-02-21,2023-02-21,2023-02-21 16:17 ET,amc,8k
FANG,2023-05-01,2023-05-01,2023-05-01 16:12 ET,amc,8k
FANG,2023-07-31,2023-07-31,2023-07-31 16:12 ET,amc,8k
FANG,2023-11-06,2023-11-06,2023-11-06 16:04 ET,amc,8k
FANG,2024-02-20,2024-02-20,2024-02-20 16:09 ET,amc,8k
FANG,2024-04-30,2024-04-30,2024-04-30 16:07 ET,amc,8k
FANG,2024-08-05,2024-08-05,2024-08-05 16:06 ET,amc,8k
FANG,2024-11-04,2024-11-04,2024-11-04 16:05 ET,amc,8k
FANG,2025-02-24,2025-02-24,2025-02-24 16:06 ET,amc,8k
FANG,2025-05-05,2025-05-05,2025-05-05 16:08 ET,amc,8k
FANG,2025-08-04,2025-08-04,2025-08-04 16:11 ET,amc,8k
FANG,2025-11-03,2025-11-03,2025-11-03 16:06 ET,amc,8k
